1.178127068682828238e+00,-8.004012489544809483e-02,8.995571014011805033e-02,1.479823693609448654e+00
-1.884999375722299586e+00,-4.432660523584974754e-02,-2.405253047576561554e-01,8.811801260163441007e-01
-3.603390627406701796e-01,5.772394612179074791e-01,-7.627065906965876940e-02,9.554033173192393313e-01
1.526787629702145210e+00,2.513916784612617583e-01,-1.311966159646305863e-01,-1.089858714408753038e+00
7.369047406694262392e-01,-1.177780384809681280e+00,2.477133830841920514e-01,5.684189104654757685e-02
-9.989311542454082371e-03,6.592920367090657763e-01,-6.674013080170682066e-03,-1.008570533595200658e+00
-2.683126869538381420e-01,-1.185616155193605969e+00,-2.686910032542870197e-01,-8.427199376112501916e-01
4.180123509076252297e-01,-7.668543980562793072e-01,-2.289959549130892724e-01,-1.677989621339551540e+00
-1.854727700713150185e+00,-8.071768891637746135e-01,1.275855199848621169e-01,1.035918434456744031e-01
-4.431210555686457830e-01,-8.300854302922981987e-01,1.568202790563520410e-01,-1.436353001419096831e+00
1.438603013830789923e+00,-1.668821507603786003e-01,-2.980628613551860040e-01,-1.863944671138555442e-01
-6.108935927257408416e-01,-5.007900061030221561e-01,1.145772775157353762e-01,1.853884667106612927e+00
-4.559227339665405943e-01,-5.609402754363818078e-01,-3.901016958862457695e-02,9.345012347894670057e-01
2.457121783210096666e-01,4.145433413905461606e-01,-1.158642860820966181e-01,-5.020542845323827663e-03
-1.959604398374304779e+00,3.705987662389171877e-01,-1.174315600054958442e-01,-1.961622629236732696e+00
-1.226637178035630882e+00,-4.347707513472141017e-01,-1.904229164570951371e-01,6.274016775666155787e-01
1.875005127666149463e+00,-6.280710543030174620e-01,-1.836513733739978671e-01,1.283286891845712763e+00
-1.213703793301261769e-01,6.658812276517505069e-01,-1.382378041774734723e-01,-6.862531358848120711e-01
6.678215374291340822e-01,3.143340850171729706e-01,-1.019918298007762847e-01,-1.917571602568996170e+00
-1.388520422981061930e+00,-1.375748459464060547e+00,-2.128804695832521299e-01,-1.787593005217882336e-01
-9.508797777843902566e-02,-1.358671870343149291e+00,7.141077332007722545e-02,-5.450702988734810184e-01
-2.132282158081166834e-01,-4.071429375073738477e-01,-9.896288707417211228e-04,1.750512436371674863e+00
1.735971650070361250e+00,-4.676905148353052155e-01,-1.312661851661096613e-01,2.321313539238398782e-01
-1.553153956811704983e+00,1.454482888021122466e+00,2.270902564654771472e-01,1.952226381800687083e+00
-1.980055030523293347e+00,1.430292602115721401e+00,-2.772877270243790937e-01,6.815463998788264810e-01
-1.009866824702994048e+00,-7.186321895176718266e-01,2.040938878923623245e-01,-1.112345873514952288e+00
-1.496459100905349615e+00,-1.272435745311157884e+00,4.316955268621192054e-03,-7.153434743067332846e-02
-1.483203288701665290e+00,-8.448031371690261082e-01,-2.966540885326093280e-01,-9.446323947532513365e-01
5.392351888097008938e-01,1.035877281716421905e+00,-2.310910545241173786e-01,1.697632936854678753e+00
1.434466571459117823e+00,-1.254863860004506115e+00,2.677542312983631212e-01,-2.066674301667248415e-02
1.013197287055881635e+00,-4.598308617249191599e-03,2.646507687170518985e-01,-1.330336841538535708e+00
-1.753789887049594931e+00,-4.683808364921775436e-01,1.211665554487689755e-01,-3.397978462788624476e-01
1.128885389991061139e+00,1.036903559676933817e+00,1.756610670079488679e-01,2.637496103244298951e-01
6.104336018668412578e-01,4.602210505582204902e-02,1.064010624997274723e-01,1.155340918471217115e+00
-1.807149423078458383e+00,-8.051918934395663197e-01,-1.594708964304871190e-01,1.652042264819567396e+00
-1.951464049482311225e+00,8.725289319125928422e-01,-1.710455752958262576e-01,-1.974846486653319744e+00
-1.189298835188834946e+00,6.747917051260250432e-01,-2.108720135381114691e-01,4.117960612701665468e-01
8.686452351778721770e-01,-7.880747785788599913e-02,2.289673869390314587e-01,-2.753904966772315888e-01
-1.349168627754632865e+00,-1.194794907438498033e+00,-2.247056031521572905e-01,1.129056422299128837e+00
-1.471461909427942860e+00,9.555511709964426004e-01,-1.616684965181630629e-02,-1.748497843735535628e+00
